Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84
11C1303: Felgueiras,33272,,19283,,13989,,32987,,18134,,14853,,28729,,17834,,10895,,24602,,17474,,7128,,10081,,7484,,2597,,11184,,6761,,4423,,11350,,6967,,4383,,12269,,6984,,5285,,5418,,2314,,3104,,4671,,1947,,2724,,4973,,1796,,3177,,,…,,…,,…,5091,,2762,,2329,,6485,,4022,,2463,
11C1305: Lousada,41958,,31711,,10247,,29156,,18496,,10660,,29860,,22859,,7001,,14806,,11085,,3721,,8551,,5891,,2660,,17176,,9246,,7930,,17404,,10059,,7345,,16832,,9250,,7582,,12621,,6335,,6286,,8318,,5248,,3070,,4444,,3170,,1274,,4027,,2973,,1054,,,…,,…,,…,,…,,…,,…
11C1307: Marco de Canaveses,26846,,16784,,10062,,19491,,12179,,7312,,17337,,9925,,7412,,12442,,9615,,2827,,7257,,5773,,1484,,11657,,6312,,5345,,8991,,4174,,4817,,7043,,3435,,3608,,4168,,3039,,1129,,5415,,3658,,1757,,2585,,1995,,590,,,…,,…,,…,,…,,…,,…,,…,,…,,…
11C1309: Paços de Ferreira,24102,,15476,,8626,,22019,,14448,,7571,,19511,,12822,,6689,,15486,,10131,,5355,,8807,,6288,,2519,,17344,,11462,,5882,,17309,,11855,,5454,,16952,,11225,,5727,,16626,,10699,,5927,,16221,,10147,,6074,,11851,,8809,,3042,,10264,,7175,,3089,,,…,,…,,…,,…,,…,,…
11C1311: Penafiel,88094,,60395,,27699,,85112,,61763,,23349,,83068,,63067,,20001,,53974,,44533,,9441,,41612,,36809,,4803,,90770,,66233,,24537,,87772,,65369,,22403,,66221,,49934,,16287,,60836,,48788,,12048,,52766,,40011,,12755,,46373,,35417,,10956,,26147,,20405,,5742,,27082,,21322,,5760,,28706,,21710,,6996,
11C1813: Resende,21607,,15684,,5923,,21517,,16300,,5217,,19320,,14987,,4333,,15103,,13353,,1750,,11445,,10702,,743,,17914,,14692,,3222,,16584,,14402,,2182,,15122,,13116,,2006,,10996,,9773,,1223,,8750,,7736,,1014,,6494,,5623,,871,,7431,,4432,,2999,,,…,,…,,…,,…,,…,,…
11D: Douro,649721,,368624,,281097,,620384,,358950,,261434,,589456,,351575,,237881,,385802,,298544,,87258,,278864,,237659,,41205,,501573,,280693,,220880,,446771,,255397,,191374,,393621,,229175,,164446,,391819,,238389,,153430,,337664,,218093,,119571,,292164,,195404,,96760,,269108,,184287,,84821,,189812,,151603,,38209,,217149,,174743,,42406,
11D1701: Alijó,55650,,21113,,34537,,49291,,20965,,28326,,45387,,18106,,27281,,28393,,18248,,10145,,25186,,19356,,5830,,49519,,18600,,30919,,45992,,17462,,28530,,46911,,20404,,26507,,41170,,18887,,22283,,42185,,20533,,21652,,36507,,19800,,16707,,31137,,18821,,12316,,26044,,15719,,10325,,29346,,19120,,10226,
11D1801: Armamar,41480,,17797,,23683,,33848,,14222,,19626,,28884,,12095,,16789,,24268,,19515,,4753,,16463,,14263,,2200,,21567,,7806,,13761,,15642,,5791,,9851,,9883,,4214,,5669,,11665,,6507,,5158,,10440,,6108,,4332,,9570,,5257,,4313,,8457,,5542,,2915,,,…,,…,,…,,…,,…,,…
11D0403: Carrazeda de Ansiães,12125,,9132,,2993,,13417,,10297,,3120,,14245,,11538,,2707,,8764,,8002,,762,,5120,,5019,,101,,6883,,5375,,1508,,6310,,5374,,936,,9761,,8642,,1119,,5960,,5360,,600,,4484,,3978,,506,,4336,,3731,,605,,3929,,3496,,433,,,…,,…,,…,,…,,…,,…
11D0404: Freixo de Espada à Cinta,21940,,17607,,4333,,19016,,15894,,3122,,17810,,14657,,3153,,7459,,6670,,789,,2854,,2743,,111,,5177,,4247,,930,,4541,,3804,,737,,4946,,3774,,1172,,5423,,4175,,1248,,3618,,3240,,378,,2538,,2168,,370,,3440,,3373,,67,,,-,,-,,-,,-,,-,,-
11D1805: Lamego,171234,,71859,,99375,,165172,,66351,,98821,,160572,,70277,,90295,,93108,,58693,,34415,,64323,,47687,,16636,,135175,,58537,,76638,,119037,,53302,,65735,,78777,,32466,,46311,,99688,,46126,,53562,,77416,,45137,,32279,,66579,,40560,,26019,,75091,,48444,,26647,,57272,,41520,,15752,,59853,,42088,,17765,
11D1704: Mesão Frio,31659,,21757,,9902,,29574,,20349,,9225,,28282,,20538,,7744,,20823,,16494,,4329,,16828,,14955,,1873,,26612,,18037,,8575,,20931,,16020,,4911,,23323,,17774,,5549,,26907,,22178,,4729,,,…,,…,,…,3015,,814,,2201,,3105,,991,,2114,,,-,,-,,-,,…,,…,,…
11D1807: Moimenta da Beira,5042,,4491,,551,,5997,,5593,,404,,4890,,4560,,330,,4028,,3516,,512,,2962,,2809,,153,,4398,,4069,,329,,5063,,4850,,213,,5489,,5136,,353,,5446,,5087,,359,,5491,,5115,,376,,6803,,6649,,154,,6215,,5816,,399,,,…,,…,,…,,…,,…,,…
11D1707: Murça,2964,,2886,,78,,2670,,2670,,,-,3435,,3247,,188,,,…,,…,,…,1036,,1027,,9,,1440,,1440,,,-,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
11D1812: Penedono,1397,,1397,,,-,1444,,1444,,,-,1490,,1490,,,-,,…,,…,,…,879,,879,,,-,1843,,1835,,8,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
11D1708: Peso da Régua,72604,,45851,,26753,,68658,,44157,,24501,,68090,,46797,,21293,,46852,,39705,,7147,,36850,,32782,,4068,,71167,,44971,,26196,,65995,,43272,,22723,,61167,,39088,,22079,,54649,,35939,,18710,,55938,,40363,,15575,,47240,,33513,,13727,,44234,,31614,,12620,,41428,,35905,,5523,,46539,,43285,,3254,
11D1710: Sabrosa,36124,,8254,,27870,,36111,,11445,,24666,,31599,,8044,,23555,,19564,,10747,,8817,,14571,,10474,,4097,,35250,,8990,,26260,,31175,,7260,,23915,,25263,,5938,,19325,,21082,,5764,,15318,,17304,,4836,,12468,,16669,,7301,,9368,,11229,,3079,,8150,,,…,,…,,…,,…,,…,,…
11D1711: Santa Marta de Penaguião,9135,,3542,,5593,,9056,,4123,,4933,,15630,,10686,,4944,,9271,,7238,,2033,,4217,,3919,,298,,3182,,1642,,1540,,1522,,879,,643,,1236,,691,,545,,1221,,712,,509,,1178,,598,,580,,1261,,672,,589,,881,,520,,361,,,…,,…,,…,,…,,…,,…
11D1815: São João da Pesqueira,16457,,11161,,5296,,14695,,12179,,2516,,17432,,14638,,2794,,13666,,12681,,985,,9669,,9358,,311,,4451,,3340,,1111,,881,,64,,817,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
11D1818: Sernancelhe,15532,,14783,,749,,16090,,15011,,1079,,12206,,11069,,1137,,8829,,8336,,493,,8681,,8395,,286,,8859,,7818,,1041,,8367,,6117,,2250,,8602,,5370,,3232,,8068,,7423,,645,,,…,,…,,…,3898,,3726,,172,,,…,,…,,…,,-,,-,,-,,-,,-,,-
11D1819: Tabuaço,25779,,16767,,9012,,26919,,17565,,9354,,28154,,19179,,8975,,17824,,14709,,3115,,13506,,12187,,1319,,25938,,16510,,9428,,23636,,13751,,9885,,26621,,17186,,9435,,23237,,13752,,9485,,19032,,11433,,7599,,14830,,7321,,7509,,11458,,4739,,6719,,,…,,…,,…,,…,,…,,…
11D1820: Tarouca,18481,,16357,,2124,,18384,,16255,,2129,,14666,,13171,,1495,,10158,,9658,,500,,7162,,6922,,240,,5921,,4455,,1466,,6738,,5142,,1596,,6419,,5428,,991,,5628,,4552,,1076,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
11D0409: Torre de Moncorvo,14933,,13492,,1441,,12960,,11784,,1176,,13053,,11260,,1793,,11561,,10893,,668,,9818,,9581,,237,,12308,,10036,,2272,,9574,,6351,,3223,,7451,,5215,,2236,,6154,,5126,,1028,,4771,,3784,,987,,4436,,3804,,632,,4602,,4100,,502,,,…,,…,,…,,…,,…,,…
11D0914: Vila Nova de Foz Côa,15484,,10976,,4508,,16274,,12333,,3941,,11998,,8437,,3561,,7282,,6139,,1143,,4650,,4346,,304,,7871,,6016,,1855,,5985,,4312,,1673,,5734,,4339,,1395,,5350,,4152,,1198,,5441,,4468,,973,,7448,,6588,,860,,5175,,4381,,794,,,…,,…,,…,,…,,…,,…
11D1714: Vila Real,81701,,59402,,22299,,80808,,56313,,24495,,71633,,51786,,19847,,50088,,43454,,6634,,34089,,30957,,3132,,74012,,56969,,17043,,73714,,60081,,13633,,71293,,52974,,18319,,69495,,52313,,17182,,65511,,50803,,14708,,65766,,52523,,13243,,54816,,44917,,9899,,43724,,40507,,3217,,47990,,45303,,2687,
11E: Terras de Trás-os-Montes,285818,,214128,,71690,,279134,,213672,,65462,,257165,,202187,,54978,,179644,,149868,,29776,,142272,,126011,,16261,,248441,,191027,,57414,,217057,,171776,,45281,,200327,,162180,,38147,,196870,,160181,,36689,,171693,,137311,,34382,,146100,,121968,,24132,,149975,,128118,,21857,,128111,,107890,,20221,,162480,,140574,,21906,
11E0401: Alfândega da Fé,13229,,12378,,851,,11963,,11545,,418,,8964,,8611,,353,,6987,,6774,,213,,9640,,9434,,206,,14931,,14318,,613,,10881,,10132,,749,,9668,,9020,,648,,11950,,11546,,404,,13697,,12551,,1146,,33077,,28747,,4330,,14113,,13765,,348,,,…,,…,,…,,…,,…,,…
11E0402: Bragança,136391,,89572,,46819,,128150,,88027,,40123,,106644,,76430,,30214,,68642,,54518,,14124,,58525,,49614,,8911,,111434,,79972,,31462,,99134,,76155,,22979,,90743,,69101,,21642,,90502,,67925,,22577,,75654,,56941,,18713,,43736,,33478,,10258,,74345,,59941,,14404,,65813,,52725,,13088,,79052,,65077,,13975,
11E0405: Macedo de Cavaleiros,17834,,16478,,1356,,17409,,15197,,2212,,20837,,16576,,4261,,13746,,11335,,2411,,11363,,9464,,1899,,14061,,11264,,2797,,10445,,9486,,959,,10619,,10138,,481,,8123,,7419,,704,,10988,,7903,,3085,,7831,,5491,,2340,,3551,,3527,,24,,,…,,…,,…,,…,,…,,…
11E0406: Miranda do Douro,33157,,24061,,9096,,36340,,27068,,9272,,32376,,23571,,8805,,25094,,18879,,6215,,16685,,14076,,2609,,38640,,25166,,13474,,35216,,22397,,12819,,30700,,22981,,7719,,30817,,23225,,7592,,24895,,19178,,5717,,18565,,14556,,4009,,17197,,13064,,4133,,18029,,14262,,3767,,25870,,21508,,4362,
11E0407: Mirandela,51656,,42859,,8797,,48709,,39650,,9059,,52531,,45220,,7311,,34081,,29881,,4200,,24165,,22735,,1430,,42538,,38272,,4266,,40654,,35740,,4914,,39231,,33712,,5519,,30427,,27563,,2864,,32050,,28298,,3752,,28232,,26971,,1261,,28251,,26548,,1703,,33699,,31264,,2435,,43600,,41075,,2525,
11E0408: Mogadouro,11928,,9621,,2307,,14192,,12230,,1962,,12747,,10426,,2321,,11251,,10012,,1239,,6996,,6381,,615,,6871,,4470,,2401,,3443,,2269,,1174,,,…,,…,,…,4083,,3048,,1035,,3811,,3031,,780,,5893,,4733,,1160,,4580,,4111,,469,,2523,,2141,,382,,4139,,3829,,310,
11E0410: Vila Flor,7030,,6451,,579,,9457,,8766,,691,,7850,,7573,,277,,6091,,5676,,415,,3991,,3929,,62,,5945,,5239,,706,,5549,,4837,,712,,4721,,4401,,320,,8658,,8087,,571,,5718,,5322,,396,,5439,,5089,,350,,5173,,4866,,307,,,…,,…,,…,,…,,…,,…
11E0411: Vimioso,3815,,2828,,987,,3683,,2600,,1083,,3687,,2832,,855,,3391,,2781,,610,,2041,,1707,,334,,3388,,2381,,1007,,2252,,1567,,685,,,…,,…,,…,2238,,1599,,639,,2201,,1671,,530,,1609,,1223,,386,,,…,,…,,…,,…,,…,,…,,…,,…,,…
11E0412: Vinhais,10778,,9880,,898,,9231,,8589,,642,,11529,,10948,,581,,10361,,10012,,349,,8866,,8671,,195,,10633,,9945,,688,,9483,,9193,,290,,8933,,8572,,361,,10072,,9769,,303,,2679,,2416,,263,,1718,,1680,,38,,,…,,…,,…,,…,,…,,…,,…,,…,,…
16: Centro,8367361,,4911255,,3456106,,7942254,,4653068,,3289186,,7117656,,4407048,,2710608,,4452462,,3351767,,1100695,,3362011,,2614902,,747109,,7134863,,4016888,,3117975,,6777827,,3776969,,3000858,,6764282,,3541275,,3223007,,5643792,,3279604,,2364188,,5058446,,2966945,,2091501,,4486949,,2653447,,1833502,,4022416,,2422906,,1599510,,3767924,,2288368,,1479556,,4043543,,2492601,,1550942,
16B: Oeste,1593554,,806755,,786799,,1606783,,807385,,799398,,1414061,,748875,,665186,,860036,,566081,,293955,,642967,,461434,,181533,,1363360,,681609,,681751,,1275232,,618697,,656535,,1198820,,565464,,633356,,1032399,,524730,,507669,,930180,,503325,,426855,,860512,,440602,,419910,,743775,,380755,,363020,,669375,,368735,,300640,,692414,,380292,,312122,
16B1001: Alcobaça,128364,,84537,,43827,,128009,,86649,,41360,,110248,,74728,,35520,,74684,,59482,,15202,,56279,,45006,,11273,,127584,,74377,,53207,,120330,,64524,,55806,,117801,,60698,,57103,,92381,,49477,,42904,,76227,,41819,,34408,,68589,,34697,,33892,,60137,,28123,,32014,,53694,,30765,,22929,,54407,,33952,,20455,
16B1101: Alenquer,24629,,23602,,1027,,23282,,22483,,799,,10998,,10529,,469,,6699,,6556,,143,,7110,,6863,,247,,10774,,9695,,1079,,9872,,8553,,1319,,5828,,4488,,1340,,4994,,4132,,862,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
16B1102: Arruda dos Vinhos,7750,,7014,,736,,8265,,7240,,1025,,7463,,6575,,888,,7562,,7322,,240,,5788,,5436,,352,,11594,,10110,,1484,,9489,,8565,,924,,8176,,7363,,813,,6667,,5950,,717,,5693,,4935,,758,,3984,,3412,,572,,3368,,3021,,347,,,…,,…,,…,,-,,-,,-
16B1005: Bombarral,21710,,8177,,13533,,24896,,11017,,13879,,19486,,11324,,8162,,10355,,7276,,3079,,6165,,4661,,1504,,16223,,8548,,7675,,16079,,6808,,9271,,11587,,5621,,5966,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16B1104: Cadaval,8988,,6781,,2207,,11059,,8610,,2449,,10966,,8609,,2357,,5884,,4883,,1001,,2901,,2622,,279,,11585,,9619,,1966,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
16B1006: Caldas da Rainha,206500,,128405,,78095,,207225,,123720,,83505,,181165,,107989,,73176,,114637,,82796,,31841,,80192,,62512,,17680,,194231,,109885,,84346,,189972,,110403,,79569,,184973,,92527,,92446,,160988,,85206,,75782,,136516,,91759,,44757,,116681,,74980,,41701,,70447,,42940,,27507,,63817,,36457,,27360,,58509,,35078,,23431,
16B1108: Lourinhã,75720,,28849,,46871,,68531,,30242,,38289,,63500,,32834,,30666,,36659,,19161,,17498,,20227,,13070,,7157,,37579,,20065,,17514,,29118,,14810,,14308,,23004,,12808,,10196,,15214,,10634,,4580,,20650,,13866,,6784,,15325,,10517,,4808,,8394,,7508,,886,,,…,,…,,…,,…,,…,,…
16B1011: Nazaré,267001,,107692,,159309,,273614,,109921,,163693,,233299,,111262,,122037,,155317,,96228,,59089,,126198,,88865,,37333,,236987,,102251,,134736,,225451,,94842,,130609,,199292,,82199,,117093,,154157,,66997,,87160,,148756,,67271,,81485,,138916,,65314,,73602,,125776,,63564,,62212,,110197,,53762,,56435,,118586,,61445,,57141,
16B1012: Óbidos,305798,,118972,,186826,,293741,,113763,,179978,,266536,,107363,,159173,,140155,,78336,,61819,,111152,,69981,,41171,,246352,,87843,,158509,,250748,,78198,,172550,,240959,,83366,,157593,,219709,,78870,,140839,,202421,,76068,,126353,,226362,,66386,,159976,,230863,,65331,,165532,,195893,,80452,,115441,,187458,,56986,,130472,
16B1014: Peniche,251958,,121017,,130941,,278866,,128693,,150173,,238388,,117766,,120622,,148084,,85818,,62266,,110202,,69413,,40789,,217910,,103880,,114030,,192608,,97555,,95053,,185158,,94675,,90483,,177898,,115544,,62354,,155939,,101910,,54029,,135605,,89479,,46126,,116554,,81108,,35446,,99385,,72043,,27342,,,…,,…,,…
16B1112: Sobral de Monte Agraço,1834,,1614,,220,,1555,,1157,,398,,1508,,873,,635,,364,,294,,70,,365,,326,,39,,1388,,1301,,87,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
16B1113: Torres Vedras,293302,,170095,,123207,,287740,,163890,,123850,,270504,,159023,,111481,,159636,,117929,,41707,,116388,,92679,,23709,,251153,,144035,,107118,,228579,,132437,,96142,,219050,,119537,,99513,,190399,,102466,,87933,,170108,,95639,,74469,,148108,,90856,,57252,,123105,,85191,,37914,,136201,,85975,,50226,,173018,,121492,,51526,
16D: Região de Aveiro,938142,,478339,,459803,,928445,,466484,,461961,,881319,,469785,,411534,,545694,,356329,,189365,,399478,,273249,,126229,,792745,,403303,,389442,,720753,,374854,,345899,,690821,,354782,,336039,,601499,,338403,,263096,,541928,,288921,,253007,,463358,,246256,,217102,,420801,,233088,,187713,,387844,,224232,,163612,,403219,,241793,,161426,
16D0101: Águeda,68830,,35661,,33169,,87879,,42570,,45309,,80094,,40951,,39143,,40472,,30886,,9586,,23227,,17474,,5753,,46156,,26345,,19811,,30548,,18279,,12269,,31775,,17433,,14342,,25724,,15478,,10246,,23702,,14852,,8850,,20186,,13753,,6433,,18904,,12985,,5919,,10906,,7743,,3163,,13684,,9226,,4458,
16D0102: Albergaria-a-Velha,23984,,20491,,3493,,22168,,18393,,3775,,23024,,18692,,4332,,15560,,13963,,1597,,14258,,13601,,657,,22050,,18423,,3627,,18348,,15887,,2461,,19554,,17545,,2009,,18881,,17682,,1199,,13661,,12806,,855,,13474,,12897,,577,,11975,,11546,,429,,10573,,10519,,54,,8968,,8902,,66,
16D0103: Anadia,81794,,55790,,26004,,75651,,50002,,25649,,73959,,55189,,18770,,35713,,28938,,6775,,33221,,26430,,6791,,81910,,56684,,25226,,78830,,55919,,22911,,75169,,44174,,30995,,70576,,43093,,27483,,65803,,37643,,28160,,63784,,39855,,23929,,54224,,36914,,17310,,56305,,37827,,18478,,61873,,44569,,17304,
16D0105: Aveiro,453431,,193403,,260028,,431382,,188835,,242547,,404905,,184165,,220740,,258371,,147333,,111038,,179028,,103992,,75036,,372570,,154688,,217882,,352766,,151062,,201704,,332683,,142996,,189687,,284641,,132243,,152398,,278438,,124782,,153656,,226933,,94018,,132915,,206901,,90065,,116836,,183790,,84932,,98858,,190587,,93602,,96985,
16D0108: Estarreja,22670,,12268,,10402,,23137,,12932,,10205,,22153,,13360,,8793,,15890,,9965,,5925,,11267,,6900,,4367,,22677,,12911,,9766,,21294,,11901,,9393,,20979,,11495,,9484,,20377,,12515,,7862,,,…,,…,,…,17963,,12191,,5772,,15218,,9623,,5595,,,…,,…,,…,,…,,…,,…
16D0110: Ílhavo,103569,,66885,,36684,,97236,,61234,,36002,,90977,,56552,,34425,,61087,,43268,,17819,,55393,,40512,,14881,,91096,,52807,,38289,,75868,,40518,,35350,,76046,,44465,,31581,,65119,,41034,,24085,,35856,,21234,,14622,,32704,,19692,,13012,,29948,,19501,,10447,,28230,,18627,,9603,,30975,,18906,,12069,
16D0112: Murtosa,21182,,10770,,10412,,20509,,10687,,9822,,21159,,10806,,10353,,15582,,10500,,5082,,14067,,10560,,3507,,23958,,12894,,11064,,26584,,14491,,12093,,23664,,12412,,11252,,20151,,11322,,8829,,16848,,9387,,7461,,13908,,7719,,6189,,13423,,7704,,5719,,12412,,7457,,4955,,11482,,6738,,4744,
16D0114: Oliveira do Bairro,12106,,7634,,4472,,12209,,6657,,5552,,12401,,9149,,3252,,9283,,8099,,1184,,6628,,5802,,826,,9859,,5591,,4268,,9120,,5319,,3801,,8457,,5167,,3290,,6952,,4847,,2105,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16D0115: Ovar,109963,,55038,,54925,,113115,,54848,,58267,,110190,,58626,,51564,,68590,,45348,,23242,,46432,,34821,,11611,,92840,,45985,,46855,,87208,,48608,,38600,,82864,,44484,,38380,,72469,,47240,,25229,,66508,,39814,,26694,,55941,,33348,,22593,,53849,,34015,,19834,,46408,,31375,,15033,,46355,,34863,,11492,
16D0117: Sever do Vouga,14524,,11009,,3515,,15291,,12307,,2984,,16238,,13222,,3016,,11900,,11134,,766,,9060,,8499,,561,,13330,,10770,,2560,,9561,,7294,,2267,,8682,,6557,,2125,,,…,,…,,…,6025,,4236,,1789,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16D0118: Vagos,26089,,9390,,16699,,29868,,8019,,21849,,26219,,9073,,17146,,13246,,6895,,6351,,6897,,4658,,2239,,16299,,6205,,10094,,10626,,5576,,5050,,10948,,8054,,2894,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16E: Região de Coimbra,1661565,,965744,,695821,,1578181,,917548,,660633,,1482057,,894500,,587557,,938655,,698924,,239731,,715767,,545233,,170534,,1536903,,803986,,732917,,1517841,,770695,,747146,,1428524,,752705,,675819,,1263902,,683056,,580846,,1114414,,631170,,483244,,923497,,529054,,394443,,836560,,499521,,337039,,802307,,464842,,337465,,842979,,493612,,349367,
16E0601: Arganil,29023,,23100,,5923,,30277,,24693,,5584,,32725,,27640,,5085,,24347,,22554,,1793,,18359,,17281,,1078,,26771,,22115,,4656,,27651,,23720,,3931,,28683,,24775,,3908,,31956,,28429,,3527,,35092,,28819,,6273,,22628,,20812,,1816,,19784,,17895,,1889,,17330,,16517,,813,,,…,,…,,…
16E0602: Cantanhede,37044,,19682,,17362,,39937,,20636,,19301,,33569,,15783,,17786,,20803,,11258,,9545,,14921,,5700,,9221,,34002,,12155,,21847,,36004,,12815,,23189,,32315,,11779,,20536,,27571,,12858,,14713,,27197,,12952,,14245,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16E0603: Coimbra,708604,,292319,,416285,,683509,,293004,,390505,,652146,,301463,,350683,,336864,,213345,,123519,,253373,,161906,,91467,,709504,,273804,,435700,,692883,,252815,,440068,,637973,,246938,,391035,,572651,,225608,,347043,,526235,,234848,,291387,,480103,,229425,,250678,,401868,,208378,,193490,,381854,,189086,,192768,,396396,,201090,,195306,
16E0604: Condeixa-a-Nova,18016,,12103,,5913,,15082,,9647,,5435,,11721,,6804,,4917,,5694,,4478,,1216,,4946,,4194,,752,,11789,,5352,,6437,,12255,,4866,,7389,,11303,,4160,,7143,,8788,,3128,,5660,,8360,,3372,,4988,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16E0605: Figueira da Foz,363123,,221978,,141145,,356823,,218846,,137977,,333720,,209078,,124642,,227967,,164526,,63441,,162173,,125387,,36786,,322319,,178036,,144283,,328225,,182071,,146154,,322338,,185223,,137115,,285517,,178635,,106882,,246345,,152045,,94300,,175740,,104955,,70785,,167178,,102876,,64302,,167689,,100601,,67088,,183963,,117152,,66811,
16E0606: Góis,12453,,10856,,1597,,11651,,9813,,1838,,11773,,10173,,1600,,9248,,8646,,602,,6506,,6375,,131,,5864,,4985,,879,,5295,,4985,,310,,5020,,4445,,575,,3306,,3206,,100,,4165,,3718,,447,,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
16E0607: Lousã,41222,,32650,,8572,,40748,,32041,,8707,,32762,,26843,,5919,,23723,,21513,,2210,,16389,,14819,,1570,,33114,,22667,,10447,,30531,,19436,,11095,,28289,,17689,,10600,,26225,,16960,,9265,,23233,,16607,,6626,,20106,,14248,,5858,,15974,,11974,,4000,,,…,,…,,…,,…,,…,,…
16E0111: Mealhada,115030,,92515,,22515,,94834,,72893,,21941,,94091,,77485,,16606,,68760,,62796,,5964,,49198,,43937,,5261,,117337,,82857,,34480,,115026,,76814,,38212,,110543,,72262,,38281,,95137,,64379,,30758,,92208,,66597,,25611,,80181,,59152,,21029,,76016,,56924,,19092,,68205,,49007,,19198,,64652,,46037,,18615,
16E0608: Mira,68308,,40914,,27394,,65399,,38024,,27375,,55421,,35749,,19672,,37804,,29751,,8053,,29416,,24395,,5021,,47666,,27575,,20091,,50477,,24523,,25954,,50719,,26494,,24225,,45699,,24107,,21592,,30454,,18407,,12047,,23039,,15076,,7963,,19280,,11416,,7864,,25630,,13501,,12129,,31889,,17643,,14246,
16E0609: Miranda do Corvo,24444,,20260,,4184,,23818,,19126,,4692,,24339,,20676,,3663,,18031,,16772,,1259,,11683,,10540,,1143,,16548,,10596,,5952,,17665,,12394,,5271,,17608,,13016,,4592,,13584,,10996,,2588,,3868,,3629,,239,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16E0610: Montemor-o-Velho,10969,,8266,,2703,,10361,,8567,,1794,,14954,,14206,,748,,21644,,19945,,1699,,22499,,20288,,2211,,28976,,21990,,6986,,30271,,22660,,7611,,27487,,22143,,5344,,18303,,14297,,4006,,18036,,16272,,1764,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16E1808: Mortágua,66335,,55967,,10368,,43458,,37031,,6427,,38101,,32331,,5770,,40971,,35190,,5781,,47092,,40197,,6895,,73636,,57642,,15994,,70802,,54435,,16367,,68782,,56829,,11953,,61737,,48724,,13013,,61397,,48099,,13298,,55290,,42679,,12611,,57415,,41838,,15577,,54364,,37502,,16862,,55426,,38492,,16934,
16E0611: Oliveira do Hospital,42399,,34561,,7838,,42113,,35365,,6748,,38332,,32342,,5990,,31121,,28685,,2436,,30561,,28629,,1932,,33126,,28075,,5051,,34622,,28512,,6110,,29985,,22363,,7622,,22551,,13342,,9209,,17663,,9638,,8025,,15732,,8306,,7426,,20622,,12466,,8156,,,…,,…,,…,,…,,…,,…
